seat_won,member,donor_name,tot_from_donor,tot_to_candidate,party,counties,term_start,house_district,senate_district
Representative District 81,Larry W. Potts,"Merck & Co., Inc Employees PAC",1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Metrolina Area Radiologists for Quality in Medicine PAC,3000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,National Federation of Independent Business NC PAC,3.92,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Academy of Family Physicians,500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Association Long Term Care Facilities,500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Association of Electric Cooperatives Rural Electric Action Program,700,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Association of Private Investigators PAC,125,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Auto Dealers Accociation PAC,500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Chiropractic Association Inc PAC,3000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC College of Emergency Physicians PAC,1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Dental Society PAC,4000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Health Care Facilities Association PAC,4000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Home Builders Association PAC,3000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Hospital Association PAC,10800,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Medical Society State PAC,500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Orthopaedic Association PAC,1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Senate Republican Caucus,2966.86,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC State Optometric Society PAC,1200,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,NC Veterinary Medical Association,1500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Northeast Anesthesia & Pain Specialist PAC,3000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Novartis Corp PAC,1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Pfizer Inc PAC,1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Piedmont Traid Anesthesia PA Federal PAC,5000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Providence Anesthesiology Associates PA Federal PAC,3000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,The Williams Companies Inc PAC,500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,UCB PAC,500,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,UnitedHealth Group Inc PAC,3000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,US Acute Care Solutions PAC,1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 81,Larry W. Potts,Wake Emergency Physicians PA PAC,1000,93246,R,Davidson,1-Jan-17,81,NA
Representative District 82,"Kristin Baker, M.D.",Anesthesiologists of the Triad PAC,7000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Brightspring Legacy Fund,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Bristol-Myers Squibb Company Employee PAC,250,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Capital Area Radiological Assoc,7000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Centene Corporation PAC,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Central Carolina Radiologists for the Improvement of Medicine,10000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Committee to Elect Donny Lambeth,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Committee to Elect McNeely for NC House,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Committee to Elect Mitchell Setzer,4000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Committee to Elect Republican Women,5000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Committee to Elect Wayne Sasser,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Delaney Radiologists PA,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Duke Energy Corp PAC,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",East Carolina Anesthesia PAC,8000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Eastern Radiological PAC,10000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Emergeortho PA PAC,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Friends of Tim Moore,5400,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Friends to Elect Dr. Greg Murphy to Congress,2500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",GlaxoSmithKline LLC PAC,250,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Hudson for Congress,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Julia C. Howard for House,3000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Lowe's Comp Inc. PAC,250,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Mag Mutual NC PAC,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",McGuireWoods Federal PAC Fund,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Mecklenburg County Medical Society,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Metrolina Area Radiologists for Quality in Medicine PAC,10000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Nationwide Carolina Political Participation Fund,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Academy of Family Physicians,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Academy of Physician Assistants,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Association of Electric Cooperatives Rural Electric Action Program,300,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Association of Private Investigators PAC,125,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Auto Dealers Accociation PAC,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Beer & Wine Wholesalers Association PAC,1500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC College of Emergency Physicians PAC,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Dental Society PAC,5000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Dermatology Association PAC,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Health Care Facilities Association PAC,3000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Home Builders Association PAC,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Hospital Association PAC,5400,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC House Republican Campaign Committee,277000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Medical Society State PAC,8000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Orthopaedic Association PAC,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",NC Society of Eye Physicians & Surgeons PAC,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",North Carolina Republican Party,320730.29,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Northeast Anesthesia & Pain Specialist PAC,10000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Novartis Corp PAC,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Orthocarolina PA Federal PAC,5400,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Pfizer Inc PAC,700,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Piedmont Radiologists for Quality Medical Care PAC,9000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Piedmont Radiologists Interested in Medical Excellence,3000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Piedmont Traid Anesthesia PA Federal PAC,5000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Providence Anesthesiology Associates PA Federal PAC,20000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Raleigh Orthopaedic Clinic PAC,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Riddell for NC House 64,500,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Scope Anesthesia PAC,5000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Southeastern Radiology Organization PAC,5000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Southern States Police Benevolent Association PAC,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Ted Budd for Congress,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Triad Radiologists Interested in Advancing Disease Detection PAC,9000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Truist NC PAC,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",US Acute Care Solutions PAC,1000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Wake Emergency Physicians PA PAC,2000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 82,"Kristin Baker, M.D.",Western Radiologists and Surgeons PAC,8000,892245,R,Cabarrus,19-Mar-20,82,NA
Representative District 83,Larry G. Pittman,Blue Cross & Blue Shield of NC Employees PAC,3000,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,Committee to Elect Wayne Sasser,750,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,Grass Roots North Carolina Political Victory Fund,1000,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,Julia C. Howard for House,100,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,McGuireWoods Federal PAC Fund,250,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,National Federation of Independent Business NC PAC,3.92,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,NC Association of Electric Cooperatives Rural Electric Action Program,1200,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,NC Association of Private Investigators PAC,200,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,NC Heritage PAC,1000,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,NC Home Builders Association PAC,1000,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,NC House Republican Campaign Committee,13500,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,NC State Optometric Society PAC,4000,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,North Carolina Republican House Caucus,3828.19,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,Northeast Anesthesia & Pain Specialist PAC,2000,78349,R,Cabarrus,2019,83,NA
Representative District 83,Larry G. Pittman,Wooten Graphics,53.5,78349,R,Cabarrus,2019,83,NA
Representative District 84,Jeffrey C. McNeely,"Citizens to Elect	Rena Turner",1000,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,Duke Energy Corp PAC,1000,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,International Paper PAC,500,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,Jason Saine Committee,1000,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,McGuireWoods Federal PAC Fund,250,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,NC Association of Electric Cooperatives Rural Electric Action Program,400,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,NC Association of Private Investigators PAC,125,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,NC Auto Dealers Accociation PAC,500,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,NC Beer & Wine Wholesalers Association PAC,1500,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,NC Home Builders Association PAC,1000,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,NC Orthopaedic Association PAC,500,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,Northeast Anesthesia & Pain Specialist PAC,1000,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,Southern States Police Benevolent Association PAC,1000,50044,R,Iredell,5-Jul-19,84,NA
Representative District 84,Jeffrey C. McNeely,State Employees Association of NC PAC,500,50044,R,Iredell,5-Jul-19,84,NA
Representative District 85,Dudley Greene,Carolina Link Telephone Cooperative PAC,500,10560,R,"Avery, McDowell, Mitchell",1-Jan-21,85,NA
Representative District 85,Dudley Greene,McDowell County Republican Party,400,10560,R,"Avery, McDowell, Mitchell",1-Jan-21,85,NA
Representative District 85,Dudley Greene,NC Association of Electric Cooperatives Rural Electric Action Program,300,10560,R,"Avery, McDowell, Mitchell",1-Jan-21,85,NA
Representative District 85,Dudley Greene,NC Auto Dealers Accociation PAC,500,10560,R,"Avery, McDowell, Mitchell",1-Jan-21,85,NA
Representative District 85,Dudley Greene,NC Home Builders Association PAC,250,10560,R,"Avery, McDowell, Mitchell",1-Jan-21,85,NA
Representative District 85,Dudley Greene,Ricky Buchanan for Sheriff,1200,10560,R,"Avery, McDowell, Mitchell",1-Jan-21,85,NA
Representative District 86,Hugh Blackwell,Atrium Health Employees NC PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Blue Cross & Blue Shield of NC Employees PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Carolina Link Telephone Cooperative PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Carolinas Ready Mixed Concrete Association NC PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Center for International Education Inc PAC,1500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Central Carolina Radiologists for the Improvement of Medicine,2000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,CSX Good Government Fund,250,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Duke Energy Corp PAC,1000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Eastern Band of Cherokee Indians,3000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Historic Morganton Festival,85,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Lumen Technologies Inc PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,McGuireWoods Federal PAC Fund,1500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,"Merck & Co., Inc Employees PAC",500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Association of Electric Cooperatives Rural Electric Action Program,700,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Association of Nurse Anesthetists,1000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Association of Realtors PAC,2000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Auto Dealers Accociation PAC,2020,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Dental Society PAC,1000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Dermatology Association PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Home Builders Association PAC,1500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Orthopaedic Association PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,NC Veterinary Medical Association,1000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Southern States Police Benevolent Association PAC,2000,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,State Employees Association of NC PAC,1500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Vulcan Material Company PAC,500,78455,R,Burke,2009,86,NA
Representative District 86,Hugh Blackwell,Western Radiologists and Surgeons PAC,3000,78455,R,Burke,2009,86,NA
Representative District 87,Destin Hall,Amazon,26.18,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Anthem Inc PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Apartment Association of North Carolina,2000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,AT&T NC PAC,750,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Blue Cross & Blue Shield of NC Employees PAC,3500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Carolina Asphalt Pavement Association PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Carolina Link Telephone Cooperative PAC,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Carolinas Association of General Contractors Inc NC PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Centene Corporation PAC,2250,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Charter Communications NC PAC,4000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Cigna Corporation Employee PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Credit Union PAC of NC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,CSX Good Government Fund,250,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Drain the Swamp Conservatives PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Duke Energy Corp PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,East Carolina Anesthesia PAC,3000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Emergeortho PA PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,FedEx Corporation PAC,2500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,General Motors Company PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,GlaxoSmithKline LLC PAC,750,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Hudson for Congress,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Koch Industries Inc PAC,2000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Liberty Mutual Insurance Company PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Lowe's Comp Inc. PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Mag Mutual NC PAC,2000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,McGuireWoods Federal PAC Fund,2750,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Motorola Solutions Inc PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,National Federation of Independent Business NC PAC,503.92,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Nationwide Carolina Political Participation Fund,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Academy of Family Physicians,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Advocates for Justice PAC,7400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC American Nurses Association PAC,2000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Associates of CPAs PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Association of Electric Cooperatives Rural Electric Action Program,5900,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Association of Nurse Anesthetists,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Association of Private Investigators PAC,125,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Association of Realtors PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Auto Dealers Accociation PAC,3020,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Bail Agents Association PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Bankers Association PAC,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Beer & Wine Wholesalers Association PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Chamber PAC,2500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Chiropractic Association Inc PAC,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Clean Energy Business Alliance PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Dental Society PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Dermatology Association PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Farm Bureau Federation Inc PAC,2700,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Fire PAC,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Health Care Facilities Association PAC,6400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Home Builders Association PAC,3500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Hospital Association PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Medical Society State PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Merchants PAC Inc,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Orthopaedic Association PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Outdoor Advertising Association PAC,250,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Petroleum & Convenience Marketers PAC,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Pork Council PAC,3000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Poultry Federation PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Restaurant & Lodging Association PAC,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Society of Eye Physicians & Surgeons PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC State Optometric Society PAC,1200,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NC Veterinary Medical Association,750,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Nexsen Pruet NC PAC,1000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,NRA Political Victory Fund,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Orthocarolina PA Federal PAC,2000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,"PepsiCo, Inc Concerned Citizens Fund",500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Providence Anesthesiology Associates PA Federal PAC,4000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Resident Lenders of NC PAC,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Reynolds American Inc PAC,2000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Smith Anderson PAC,3000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Southern States Police Benevolent Association PAC,5400,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Truist NC PAC,10800,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,UnitedHealth Group Inc PAC,4000,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Universal Leaf Tobacco Company Inc PAC,250,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,University Development Coalition,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Wal-Mart Stores Inc PAC for Responsible Government,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Ward and Smith PAC,300,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Waste Management Employees Better Government Fund,500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 87,Destin Hall,Wells Fargo and Company NC Employees Good Government Fund,1500,292728,R,Caldwell,1-Jan-17,87,NA
Representative District 88,Mary Belk,Atrium Health Employees NC PAC,1000,45772,D,Mecklenburg,1-Jan-17,88,NA
Representative District 88,Mary Belk,Blue Cross & Blue Shield of NC Employees PAC,500,45772,D,Mecklenburg,1-Jan-17,88,NA
Representative District 88,Mary Belk,Carolinas Ready Mixed Concrete Association NC PAC,500,45772,D,Mecklenburg,1-Jan-17,88,NA
Representative District 88,Mary Belk,Communication Workers of America - COPE PCC,1000,45772,D,Mecklenburg,1-Jan-17,88,NA
Representative District 88,Mary Belk,Democratic Women of Mecklenburg County,350,45772,D,Mecklenburg,1-Jan-17,88,NA
